iter	Logloss
0	0.3988038138
1	0.2472607281
2	0.1550296198
3	0.1161225862
4	0.08900204673
5	0.07435508643
6	0.06573124838
7	0.06072585901
8	0.05743163997
9	0.05560927954
10	0.05422055375
11	0.05337910638
12	0.0527111166
13	0.05213538786
14	0.05180479239
15	0.05154718747
16	0.05134042699
17	0.05102496314
18	0.05082165244
19	0.0506827829
20	0.05044288013
21	0.05031259151
22	0.05018740471
23	0.05012016726
24	0.05005603602
25	0.04997187933
26	0.04988112954
27	0.04984645207
28	0.0496515254
29	0.04958634792
30	0.04952041575
31	0.0494563742
32	0.04941769132
33	0.04936123342
34	0.04930091661
35	0.04913002466
36	0.04906512896
37	0.04902552173
38	0.04897635983
39	0.04894046969
40	0.04892671804
41	0.04890926711
42	0.04887450617
43	0.04884043305
44	0.04881327547
45	0.04879078302
46	0.0487445304
47	0.04870591236
48	0.04867510621
49	0.04862658501
50	0.04853988703
51	0.04851067711
52	0.04847755473
53	0.04845432949
54	0.0484186268
55	0.04840391485
56	0.04838216165
57	0.04836245952
58	0.04829038223
59	0.0482824521
60	0.04825694393
61	0.04824817488
62	0.04822061091
63	0.0482053589
64	0.04817449815
65	0.04812052391
66	0.04808348037
67	0.0480676221
68	0.0480447643
69	0.04803218027
70	0.04797444752
71	0.04794569867
72	0.04790734699
73	0.04788382041
74	0.04787439019
75	0.04785437563
76	0.04784221315
77	0.04781627631
78	0.04780147722
79	0.04778582607
80	0.0477698621
81	0.04774225455
82	0.04773053295
83	0.04771208552
84	0.04768084646
85	0.04765221894
86	0.04763515202
87	0.04761733953
88	0.04760271363
89	0.04759920162
90	0.04758360957
91	0.04758213541
92	0.04756944731
93	0.04755049409
94	0.04746614883
95	0.04745619687
96	0.04743880471
97	0.04743728028
98	0.04740681436
99	0.04740063574
100	0.04739209581
101	0.04738473976
102	0.04737083191
103	0.04735946998
104	0.04734855817
105	0.04733351029
106	0.04732269924
107	0.04732181511
108	0.04730259485
109	0.04728535505
110	0.04728150599
111	0.04727335465
112	0.04726782198
113	0.04726149774
114	0.04725959002
115	0.04723877905
116	0.04721196238
117	0.04719085347
118	0.04719020914
119	0.04716790562
120	0.04716366683
121	0.04715694778
122	0.04713705747
123	0.04713360359
124	0.04712255941
125	0.04710366012
126	0.04710031991
127	0.0470971811
128	0.04708218034
129	0.04706104779
130	0.04705653511
131	0.04703549738
132	0.04701379734
133	0.04700581531
134	0.04699470737
135	0.04698448492
136	0.04697311721
137	0.04694012568
138	0.04693396939
139	0.04692300709
140	0.04692126225
141	0.0469178891
142	0.04691406084
143	0.04689663506
144	0.04687454851
145	0.04686010665
146	0.04684482426
147	0.04683097466
148	0.04682349439
149	0.04681870486
150	0.04681142943
151	0.04680613526
152	0.04678323334
153	0.04677812201
154	0.0467611999
155	0.04675683283
156	0.04674556437
157	0.04673573901
158	0.04671859017
159	0.04671717038
160	0.04669209205
161	0.04668090119
162	0.04666405982
163	0.04665694737
164	0.04665434116
165	0.04661489189
166	0.0466035054
167	0.04658789909
168	0.04656705842
169	0.04655960584
170	0.04655430499
171	0.04652993268
172	0.04652127722
173	0.0465053792
174	0.04650123709
175	0.04648967426
176	0.04647941294
177	0.04646383522
178	0.04645136062
179	0.04643697135
180	0.04641888007
181	0.04640528558
182	0.04640109019
183	0.04638888138
184	0.04638099118
185	0.04637868176
186	0.04636702289
187	0.04636464532
188	0.04636024025
189	0.04635141234
190	0.04634750369
191	0.04633045666
192	0.04631800011
193	0.04630192535
194	0.04629250591
195	0.04629187892
196	0.046274773
197	0.04626644968
198	0.04626342293
199	0.04626031417
200	0.04624626419
201	0.0462285474
202	0.04621918667
203	0.04621150176
204	0.0462074075
205	0.04620157121
206	0.04620035605
207	0.04619631681
208	0.0461952327
209	0.04618695623
210	0.0461812265
211	0.04616257666
212	0.04613764999
213	0.04613332879
214	0.04612528014
215	0.04612346315
216	0.04611029665
217	0.04610582534
218	0.04610163918
219	0.04608190866
220	0.04607865898
221	0.04606927066
222	0.04606588917
223	0.0460506658
224	0.04604512985
225	0.04603551396
226	0.04602492399
227	0.04601474695
228	0.04601154033
229	0.04599880756
230	0.04598234359
231	0.04597829903
232	0.04597425858
233	0.04596324209
234	0.045947607
235	0.04594672529
236	0.04594541302
237	0.04594286865
238	0.04593017071
239	0.04592227045
240	0.04591127955
241	0.04590233538
242	0.04588525335
243	0.04588257375
244	0.04587010127
245	0.0458597147
246	0.04585734893
247	0.04584469149
248	0.04580513917
249	0.04578926759
250	0.04578528141
251	0.04576592994
252	0.04575758893
253	0.04573576822
254	0.04572428632
255	0.04571002708
256	0.04569887717
257	0.04569670264
258	0.04567231312
259	0.04565194596
260	0.04564006031
261	0.0456375726
262	0.04563434288
263	0.04563003168
264	0.0456156677
265	0.0456145422
266	0.04560993887
267	0.04559186357
268	0.04557968528
269	0.04556632433
270	0.04555100116
271	0.04554835352
272	0.04553674048
273	0.0455255308
274	0.04551554188
275	0.04550897596
276	0.04549700369
277	0.04548353046
278	0.04546453833
279	0.04545508605
280	0.0454431813
281	0.04543703551
282	0.04542276407
283	0.04541801342
284	0.0454074196
285	0.04537934622
286	0.04537210681
287	0.04536830034
288	0.04535571499
289	0.04535092084
290	0.04533609671
291	0.04533488522
292	0.04532943801
293	0.04532580282
294	0.04531246937
295	0.04531132378
296	0.04530210013
297	0.04529942851
298	0.04528524113
299	0.04527101661
300	0.04526784462
301	0.0452654486
302	0.04525534103
303	0.04524712175
304	0.0452399856
305	0.0452363808
306	0.04521987189
307	0.04521924812
308	0.04521068631
309	0.04519410193
310	0.04518919148
311	0.04518567906
312	0.04516949233
313	0.04516632228
314	0.0451441272
